Features;Accuracy;F1 Score 0;F1 Score 1
('age', 'marital-status', 'relationship', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8108347153123272;0.8787298887235098;0.5702084903290631
('age', 'marital-status', 'relationship', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8407960199004975;0.9002908184461986;0.6052631578947368
('age', 'marital-status', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.839469320066335;0.8995711716696638;0.6002202643171806
('age', 'marital-status', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8410171365395246;0.9005944974422785;0.6032008830022075
('age', 'occupation', 'relationship', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.8645660585959093;0.9125811746235638;0.6995339710571499
('age', 'occupation', 'relationship', 'race', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.862465450525152;0.9109392898052692;0.6982047549733139
('age', 'occupation', 'relationship', 'race', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8543946932006633;0.9056928034371643;0.6807272727272727
('age', 'occupation', 'relationship', 'race', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.835820895522388;0.8936322612993338;0.6403487527246307
('age', 'occupation', 'relationship', 'race', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8639027086788281;0.9120525826962921;0.6992426093330075
('age', 'occupation', 'relationship', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8632393587617468;0.911674401999286;0.6971848225214198
('age', 'occupation', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8514096185737977;0.9060534041660842;0.6448202959830867
('age', 'relationship', 'race', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8404643449419569;0.9000623311863702;0.6047658175842235
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'race');0.8283029297954672;0.890006374389121;0.6089146310752959
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'sex');0.8301824212271973;0.8911101658868567;0.6144578313253012
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'capital-gain');0.8578220011055832;0.9088977047322188;0.6763965777554102
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'capital-loss');0.8393587617468214;0.8971327433628319;0.6335435056746532
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'hours-per-week');0.8301824212271973;0.8911256024950382;0.6142641888498243
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'relationship', 'native-country');0.8301824212271973;0.8914487632508834;0.6101522842639594
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'race', 'sex');0.8294085129906026;0.8907919881095618;0.6104519060843221
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'race', 'capital-gain');0.8566058595909343;0.9080207077512233;0.6748558535973929
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'race', 'capital-loss');0.8380320619126589;0.8966636100726529;0.6256069511883465
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'race', 'hours-per-week');0.830514096185738;0.8914075228447971;0.6141454820035238
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'race', 'native-country');0.8301824212271973;0.8911718860705682;0.613682092555332
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'sex', 'capital-gain');0.8557213930348259;0.9073482428115016;0.6741573033707865
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'sex', 'capital-loss');0.8363736871199557;0.8954506922859565;0.6237925775292323
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'sex', 'hours-per-week');0.829519071310116;0.8906072644721907;0.613920881321983
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'sex', 'native-country');0.8285240464344942;0.8900701679778864;0.6103993971363979
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'capital-gain', 'capital-loss');0.8655610834715313;0.9137588652482269;0.6952380952380952
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'capital-gain', 'hours-per-week');0.8579325594250967;0.9089104699794428;0.6773788601556615
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'capital-gain', 'native-country');0.8591487009397457;0.9095684270300965;0.6816591704147926
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'capital-loss', 'hours-per-week');0.838253178551686;0.8965126971776191;0.6299013407538578
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'capital-loss', 'native-country');0.8395798783858486;0.8975210113708595;0.6308827270414653
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'occupation', 'hours-per-week', 'native-country');0.8313985627418463;0.8918209548130808;0.6180816428750313
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'race', 'sex');0.820342730790492;0.8859889146144672;0.5764920510815742
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'race', 'capital-gain');0.8512990602542841;0.9053550066849624;0.6532611497808714
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'race', 'capital-loss');0.8315091210613599;0.8935308089981836;0.5963983050847458
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'race', 'hours-per-week');0.8255389718076285;0.8889670700816211;0.5930892212480661
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'race', 'native-country');0.822996130458817;0.8881592734893469;0.5758940397350993
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'sex', 'capital-gain');0.8486456605859591;0.9036119129761317;0.6478003601749421
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'sex', 'capital-loss');0.8306246545052515;0.8926268573030558;0.5991627420198848
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'sex', 'hours-per-week');0.8231066887783306;0.8871809335777746;0.5905834186284544
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'sex', 'native-country');0.8212271973466003;0.8865342782962599;0.5787965616045845
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'capital-gain', 'capital-loss');0.859812050856827;0.9107168004506407;0.6738683127572016
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'capital-gain', 'hours-per-week');0.8516307352128247;0.9055461711711712;0.6543019062339
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'capital-gain', 'native-country');0.8517412935323383;0.905623196565557;0.6544704972945117
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'capital-loss', 'hours-per-week');0.8322830292979547;0.893161490245792;0.6101259316371113
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'capital-loss', 'native-country');0.8329463792150359;0.8942987058412032;0.6018445322793149
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'relationship', 'hours-per-week', 'native-country');0.8274184632393587;0.8898610033161646;0.6014807250446771
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'sex', 'capital-gain');0.8504145936981757;0.9049125026354627;0.6495726495726496
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'sex', 'capital-loss');0.8302929795467109;0.8925295806203178;0.596795376937221
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'sex', 'hours-per-week');0.8238805970149253;0.8878090006338475;0.5905936777178104
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'sex', 'native-country');0.821779988944168;0.887209627763784;0.5755660874144286
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'capital-gain', 'capital-loss');0.859812050856827;0.9107419400253414;0.6735324407826982
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'capital-gain', 'hours-per-week');0.8493090105030403;0.9040748821169681;0.6488018551919609
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'capital-gain', 'native-country');0.8512990602542841;0.9054082565581264;0.652544562128649
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'capital-loss', 'hours-per-week');0.8320619126589276;0.8932311801504182;0.6067822935542324
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'capital-loss', 'native-country');0.8312880044223327;0.8932717862638131;0.5975738396624473
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'race', 'hours-per-week', 'native-country');0.8238805970149253;0.8879825610013361;0.5882657017317137
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'capital-gain', 'capital-loss');0.8583747927031509;0.9098712446351931;0.6695898890895022
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'capital-gain', 'hours-per-week');0.8509673852957435;0.9051505769772024;0.6523981433728726
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'capital-gain', 'native-country');0.8518518518518519;0.9057267482763472;0.6542827657378741
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'capital-loss', 'hours-per-week');0.8313985627418463;0.8926887622264443;0.6068574374838877
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'capital-loss', 'native-country');0.8321724709784412;0.8939796060902361;0.5975609756097561
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'sex', 'hours-per-week', 'native-country');0.8236594803758983;0.8877314000140776;0.5892351274787535
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-gain', 'capital-loss', 'hours-per-week');0.8608070757324489;0.9113817132399521;0.6757661601854237
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-gain', 'capital-loss', 'native-country');0.861249309010503;0.9118617880469134;0.6741106206180213
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-gain', 'hours-per-week', 'native-country');0.8514096185737977;0.905538375035142;0.6519937856033143
('workclass', 'fnlwgt', 'education', 'education-num', 'marital-status', 'capital-loss', 'hours-per-week', 'native-country');0.831730237700387;0.8930879460522618;0.6050856253243383
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'race', 'sex');0.8306246545052515;0.8915628539071347;0.613326602725896
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'race', 'capital-gain');0.8582642343836374;0.909129571874114;0.6780512305374183
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'race', 'capital-loss');0.8385848535102266;0.8967322110623851;0.6305668016194332
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'race', 'hours-per-week');0.8316196793808734;0.8922380244817095;0.6151124589335355
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'race', 'native-country');0.8306246545052515;0.8915475010618717;0.6135216952573158
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'sex', 'capital-gain');0.8574903261470426;0.9086139666784828;0.6765370138017566
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'sex', 'capital-loss');0.8390270867882809;0.8966789667896679;0.6358179089544772
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'sex', 'hours-per-week');0.831951354339414;0.8924731182795699;0.6155791603439554
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'sex', 'native-country');0.8315091210613599;0.8920374043638425;0.6165072974333166
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'capital-gain', 'capital-loss');0.8677722498618021;0.9151411948346814;0.7007007007007007
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'capital-gain', 'hours-per-week');0.8589275843007186;0.9094650205761317;0.6806806806806807
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'capital-gain', 'native-country');0.858595909342178;0.9093743357188407;0.678400804626603
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'capital-loss', 'hours-per-week');0.8404643449419569;0.8979562972915636;0.6345910357052418
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'capital-loss', 'native-country');0.8378109452736319;0.8966391883322765;0.6235565819861432
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'relationship', 'hours-per-week', 'native-country');0.8340519624101713;0.8937495575847667;0.6212465304062579
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'sex', 'capital-gain');0.8288557213930349;0.8935643564356436;0.5634517766497462
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'sex', 'capital-loss');0.8091763405196241;0.881080336227091;0.517337807606264
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'sex', 'hours-per-week');0.8013266998341625;0.8757519186890687;0.5045492142266336
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'sex', 'native-country');0.7983416252072969;0.874397465913786;0.48878923766816146
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'capital-gain', 'capital-loss');0.8339414040906579;0.898868839213574;0.5361334156886968
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'capital-gain', 'hours-per-week');0.824212271973466;0.8918808649530804;0.5301418439716312
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'capital-gain', 'native-country');0.8199004975124378;0.88992499493209;0.5050136736554239
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'capital-loss', 'hours-per-week');0.8044223327805418;0.8799457074991517;0.4727272727272727
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'capital-loss', 'native-country');0.7957987838584853;0.8749576873603683;0.44350708044591747
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'race', 'hours-per-week', 'native-country');0.7908236594803759;0.8715546503733876;0.4369047619047619
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'capital-gain', 'capital-loss');0.84212271973466;0.9022453450164294;0.5898908673176335
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'capital-gain', 'hours-per-week');0.8309563294637922;0.8945153501207312;0.5746870653685675
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'capital-gain', 'native-country');0.8311774461028192;0.894928782770247;0.5707056508293505
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'capital-loss', 'hours-per-week');0.8144831398562742;0.884164020433522;0.5344062153163152
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'capital-loss', 'native-country');0.8093974571586512;0.8816421804201565;0.5107832009080591
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'sex', 'hours-per-week', 'native-country');0.7993366500829188;0.8742987741533347;0.5028759244042728
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-gain', 'capital-loss', 'hours-per-week');0.8399115533443892;0.9015501767745445;0.5718509757539917
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-gain', 'capital-loss', 'native-country');0.8341625207296849;0.8988673139158576;0.5395948434622467
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-gain', 'hours-per-week', 'native-country');0.8235489220563847;0.8915171288743883;0.5275310834813499
('workclass', 'fnlwgt', 'education', 'education-num', 'occupation', 'capital-loss', 'hours-per-week', 'native-country');0.8022111663902709;0.878522441773613;0.4680344930121915
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'sex', 'capital-gain');0.8521835268103924;0.9058782118972193;0.6558558558558558
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'sex', 'capital-loss');0.8310668877833057;0.8932065977075762;0.5959809624537282
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'sex', 'hours-per-week');0.8281923714759536;0.8907326676979328;0.5982419855222337
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'sex', 'native-country');0.8210060807075732;0.8864576758538467;0.5773949360480293
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'capital-gain', 'capital-loss');0.8602542841348811;0.9111236113064267;0.6732161323681489
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'capital-gain', 'hours-per-week');0.8504145936981757;0.9044828803388634;0.6552866242038217
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'capital-gain', 'native-country');0.852294085129906;0.9059552301844291;0.6560247167868177
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'capital-loss', 'hours-per-week');0.8347153123272526;0.8946960625484257;0.6159773953249422
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'capital-loss', 'native-country');0.8298507462686567;0.8922495274102079;0.5957446808510638
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'race', 'hours-per-week', 'native-country');0.8267551133222775;0.8895623370216365;0.5983081261215073
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'capital-gain', 'capital-loss');0.8593698175787728;0.9105359403572936;0.6714876033057852
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'capital-gain', 'hours-per-week');0.8515201768933113;0.9051352687716324;0.6585303839308416
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'capital-gain', 'native-country');0.8499723604201216;0.9043355657384561;0.6524967989756723
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'capital-loss', 'hours-per-week');0.831951354339414;0.8928521077118285;0.610655737704918
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'capital-loss', 'native-country');0.8309563294637922;0.893039524309199;0.5971014492753624
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'sex', 'hours-per-week', 'native-country');0.8271973466003317;0.8899528268675632;0.5978904039104708
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-gain', 'capital-loss', 'hours-per-week');0.8615809839690437;0.911768851303735;0.678974358974359
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-gain', 'capital-loss', 'native-country');0.861028192371476;0.9117461209014954;0.6732518845853912
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-gain', 'hours-per-week', 'native-country');0.8512990602542841;0.905208259919656;0.6552166111253525
('workclass', 'fnlwgt', 'education', 'education-num', 'relationship', 'capital-loss', 'hours-per-week', 'native-country');0.8321724709784412;0.8930383314543405;0.6105695228322217
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'capital-gain', 'capital-loss');0.8359314538419016;0.8995396696452749;0.5527426160337553
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'capital-gain', 'hours-per-week');0.8275290215588723;0.8931067562011785;0.5537757437070938
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'capital-gain', 'native-country');0.8216694306246545;0.8905476012757007;0.5189382642409782
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'capital-loss', 'hours-per-week');0.8076285240464345;0.8811637754405136;0.4953596287703016
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'capital-loss', 'native-country');0.7998894416804865;0.8756526518274251;0.4878324844368987
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'sex', 'hours-per-week', 'native-country');0.7965726920950802;0.8745055244850635;0.4632438739789965
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-gain', 'capital-loss', 'hours-per-week');0.8352681039248203;0.8987496602337591;0.5583876704208655
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-gain', 'capital-loss', 'native-country');0.8300718629076838;0.896880241529688;0.517425431711146
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-gain', 'hours-per-week', 'native-country');0.8216694306246545;0.8903392480794071;0.5229222123632061
('workclass', 'fnlwgt', 'education', 'education-num', 'race', 'capital-loss', 'hours-per-week', 'native-country');0.7988944168048646;0.876819936344552;0.45260306951549806
('workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-gain', 'capital-loss', 'hours-per-week');0.840685461580984;0.90060012416362;0.5989423879766212
('workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-gain', 'capital-loss', 'native-country');0.8364842454394693;0.8997084152709025;0.557583009273108
('workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-gain', 'hours-per-week', 'native-country');0.8270867882808182;0.8925381338463653;0.5576923076923077
('workclass', 'fnlwgt', 'education', 'education-num', 'sex', 'capital-loss', 'hours-per-week', 'native-country');0.8071862907683803;0.8811179277436946;0.49005847953216375
('workclass', 'fnlwgt', 'education', 'education-num', 'capital-gain', 'capital-loss', 'hours-per-week', 'native-country');0.8352681039248203;0.898639455782313;0.56047197640118
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'race', 'sex');0.8274184632393587;0.8891256481284182;0.6108202443280978
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'race', 'capital-gain');0.8583747927031509;0.9092968915952702;0.6770859591630956
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'race', 'capital-loss');0.8399115533443892;0.8976244343891403;0.633046122655854
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'race', 'hours-per-week');0.8301824212271973;0.891156462585034;0.6138763197586727
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'race', 'native-country');0.82808181315644;0.8897710356560573;0.6095907607331157
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'sex', 'capital-gain');0.8577114427860697;0.9086910251862362;0.6778473091364206
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'sex', 'capital-loss');0.8379215035931454;0.896013618953043;0.6327655310621243
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'sex', 'hours-per-week');0.8321724709784412;0.8924929178470254;0.617632241813602
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'sex', 'native-country');0.830735212824765;0.891671973395599;0.6130907252969421
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'capital-gain', 'capital-loss');0.8655610834715313;0.913722151270044;0.6956956956956957
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'capital-gain', 'hours-per-week');0.857158651188502;0.9083297857244217;0.6766766766766766
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'capital-gain', 'native-country');0.858595909342178;0.909400014167316;0.6780770198842184
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'capital-loss', 'hours-per-week');0.8389165284687673;0.8966739947521453;0.6347455502632239
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'capital-loss', 'native-country');0.840906578220011;0.8980806006091083;0.6376227650465878
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'relationship', 'hours-per-week', 'native-country');0.8337202874516307;0.8935145851033701;0.6207766011094301
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'sex', 'capital-gain');0.8569375345494749;0.9082009080590239;0.6760140210315473
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'sex', 'capital-loss');0.8374792703150912;0.8960248974395247;0.6280364372469636
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'sex', 'hours-per-week');0.8312880044223327;0.8918957211674695;0.6160040261701056
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'sex', 'native-country');0.830514096185738;0.8913921360255048;0.6143396226415094
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'capital-gain', 'capital-loss');0.866113875069099;0.9142412010480844;0.6948853615520282
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'capital-gain', 'hours-per-week');0.8560530679933664;0.9077642391612355;0.6723704076497232
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'capital-gain', 'native-country');0.8584853510226644;0.9092584715723806;0.678714859437751
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'capital-loss', 'hours-per-week');0.8380320619126589;0.8962684981944347;0.6307033022435089
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'capital-loss', 'native-country');0.838253178551686;0.896731841603727;0.6270711190415499
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'race', 'hours-per-week', 'native-country');0.8315091210613599;0.8916998294485503;0.6207068193130911
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'capital-gain', 'capital-loss');0.866334991708126;0.9142127297239765;0.6975231423567676
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'capital-gain', 'hours-per-week');0.8588170259812051;0.9093361732339368;0.6811485642946317
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'capital-gain', 'native-country');0.8581536760641238;0.9090393477490252;0.6780426599749059
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'capital-loss', 'hours-per-week');0.8410171365395246;0.898158640226629;0.6377833753148615
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'capital-loss', 'native-country');0.8379215035931454;0.8962637984715539;0.6296109146033351
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'sex', 'hours-per-week', 'native-country');0.8320619126589276;0.8922618625434428;0.6193936356802806
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-gain', 'capital-loss', 'hours-per-week');0.8656716417910447;0.9140309912969645;0.6929492039423806
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-gain', 'capital-loss', 'native-country');0.8660033167495854;0.914103472714387;0.6954773869346733
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-gain', 'hours-per-week', 'native-country');0.8574903261470426;0.9086010068779692;0.6766992726360672
('workclass', 'fnlwgt', 'education', 'marital-status', 'occupation', 'capital-loss', 'hours-per-week', 'native-country');0.8388059701492537;0.8968006795016987;0.6320040383644624
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'sex', 'capital-gain');0.8509673852957435;0.9050169109357384;0.6541816316059518
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'sex', 'capital-loss');0.8329463792150359;0.8942691204254426;0.6022637536193736
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'sex', 'hours-per-week');0.8274184632393587;0.8899696905617819;0.6000512426338713
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'sex', 'native-country');0.8234383637368712;0.8880947375797071;0.5818277035873265
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'capital-gain', 'capital-loss');0.8577114427860697;0.90955091714105;0.6666666666666666
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'capital-gain', 'hours-per-week');0.8529574350469873;0.9062191510365252;0.6596724667349028
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'capital-gain', 'native-country');0.8517412935323383;0.9057160936511285;0.6532195500387897
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'capital-loss', 'hours-per-week');0.8338308457711443;0.8940579403679425;0.6149116064565718
('workclass', 'fnlwgt', 'education', 'marital-status', 'relationship', 'race', 'capital-loss', 'native-country');0.8320619126589276;0.8938281959879779;0.598466825270949
